Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Medium,restaurant type,Order Time,Meal,Perference,Ease and convenient,avg cost (two people),order_hour_of_day,days_since_prior_order,Cities
26,Male,Married,Employee,10001 to 25000,Graduate,,ONDC,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,650,20,20,
27,Male,Single,Self Employeed,Below Rs.10000,Graduate,2,Swiggy,Desert Parlor,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,150,5,12,Tier 2
34,Female,Married,Student,No Income,Ph.D,5,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,16,28,Tier 2
28,Female,Single,Student,No Income,Ph.D,3,ONDC,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,1000,9,26,Tier 1
30,Female,Married,Student,No Income,Ph.D,6,Swiggy,Desert Parlor,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,18,4,Tier 1
27,Female,Single,Student,No Income,Ph.D,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,,Agree,1300,14,24,
36,Female,Married,Employee,25001 to 50000,Post Graduate,4,Swiggy,Desert Parlor,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,250,7,30,Tier 3
24,Male,Single,Student,No Income,Graduate,,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,600,16,4,Tier 3
37,Male,Married,Employee,25001 to 50000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,12,14,Tier 1
24,Female,Single,Student,No Income,Post Graduate,6,Swiggy,Cafe,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,900,15,30,Tier 3
33,Male,Married,Employee,25001 to 50000,Post Graduate,3,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,400,13,30,Tier 1
25,Male,Single,Self Employeed,More than 50000,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,,Agree,,23,14,Tier 1
31,Male,Married,Student,No Income,Ph.D,6,Zomato,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,300,12,30,Tier 3
30,Male,Married,Self Employeed,25001 to 50000,School,6,Swiggy,Desert Parlor,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,300,18,,Tier 2
23,Female,Single,Employee,25001 to 50000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,700,19,30,Tier 1
21,Male,Single,Student,No Income,Graduate,4,ONDC,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,500,17,30,Tier 3
35,Female,Married,Employee,Below Rs.10000,Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,500,13,7,Tier 3
20,Female,,Student,No Income,Graduate,2,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,800,19,6,Tier 1
22,Female,Single,Student,No Income,Graduate,6,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,300,16,7,Tier 1
20,Male,Single,Student,No Income,Graduate,6,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,12,27,Tier 3
25,Male,Married,Student,No Income,Ph.D,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,500,9,30,Tier 1
22,Male,Single,Student,No Income,Graduate,2,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),,400,14,8,Tier 2
38,Female,Married,Student,No Income,Ph.D,5,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,12,22,Tier 1
36,Male,Married,Employee,More than 50000,Graduate,4,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,14,2,Tier 2
22,Male,,Student,Below Rs.10000,Post Graduate,4,ONDC,Takeaway,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,250,8,7,Tier 1
28,Female,Single,Student,No Income,Ph.D,3,Zomato,Desert Parlor,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),,200,18,15,Tier 2
33,Female,Married,Employee,More than 50000,Post Graduate,4,Zomato,Takeaway,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,14,30,Tier 2
39,Male,Married,Employee,More than 50000,Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,900,,7,Tier 1
32,Female,Married,Student,No Income,Ph.D,,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,1800,17,6,Tier 1
31,Female,Single,Student,No Income,Ph.D,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,250,18,5,Tier 1
29,Female,Married,Employee,Below Rs.10000,Graduate,3,Swiggy,Bar,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1300,9,8,Tier 2
25,Female,Single,Employee,25001 to 50000,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,13,5,Tier 2
31,Female,Married,,25001 to 50000,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,9,16,Tier 1
28,Male,Married,home maker,No Income,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,18,7,Tier 3
32,Female,Married,Employee,25001 to 50000,Post Graduate,2,Swiggy,Desert Parlor,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,150,10,30,Tier 1
,Female,Single,Student,No Income,Post Graduate,5,Zomato,Casual Dining,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,800,,30,Tier 1
37,Male,Married,Student,No Income,Ph.D,3,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,650,11,2,Tier 1
23,Male,Single,Student,No Income,Post Graduate,4,Zomato,"Casual Dining, Bar",Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,1100,15,26,Tier 3
29,Female,Married,Employee,More than 50000,Post Graduate,6,Swiggy,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,300,6,14,Tier 1
26,Female,Married,Employee,10001 to 25000,Post Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,12,17,Tier 1
27,Female,Single,Employee,More than 50000,Graduate,5,Zomato,Desert Parlor,Anytime (Mon-Sun),Dinner,sweets,Agree,300,10,30,Tier 2
23,Male,Single,Student,Below Rs.10000,Post Graduate,2,Swiggy,"Bar, Casual Dining",Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,1500,10,30,Tier 1
21,Female,Single,Employee,25001 to 50000,Graduate,4,ONDC,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,1000,11,7,Tier 2
22,Female,Single,Student,No Income,Graduate,6,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,500,13,30,Tier 1
28,Male,,Employee,,Post Graduate,3,Zomato,,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,7,13,Tier 1
20,Male,Single,Student,No Income,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,15,30,Tier 2
22,Female,Single,Employee,25001 to 50000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,17,26,Tier 3
35,Male,Married,Employee,10001 to 25000,Post Graduate,5,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,11,6,Tier 3
22,Female,Single,Student,No Income,Post Graduate,2,Swiggy,Quick Bites,Weekend (Sat & Sun),,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,,19,30,Tier 3
33,Male,Married,Employee,10001 to 25000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,400,12,27,Tier 3
33,Male,Married,Student,No Income,Ph.D,4,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,14,1,Tier 2
28,Male,Married,Self Employeed,10001 to 25000,,2,Swiggy,Beverage Shop,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,200,18,7,Tier 3
29,Female,Married,Self Employeed,25001 to 50000,Post Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,15,3,Tier 2
27,Male,Single,Employee,10001 to 25000,Post Graduate,2,Zomato,"Bar, Casual Dining",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,1500,,4,Tier 1
23,Female,Single,Student,,Graduate,5,Zomato,Desert Parlor,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),,1800,15,0,Tier 3
28,Male,Single,Student,No Income,Ph.D,2,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,1500,20,13,Tier 1
28,Female,Single,Self Employeed,More than 50000,Graduate,3,Swiggy,Quick Bites,,Lunch,Non Veg foods (Lunch / Dinner),Disagree,200,17,30,Tier 2
33,,Married,Student,No Income,Ph.D,6,Swiggy,Quick Bites,,Lunch,Non Veg foods (Lunch / Dinner),Disagree,250,14,13,Tier 1
23,Male,Single,Employee,10001 to 25000,Post Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,800,20,30,Tier 1
29,Male,Married,Student,No Income,Ph.D,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,,21,21,Tier 1
24,Female,Single,Student,No Income,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,1800,9,6,Tier 1
,Female,Single,Student,No Income,Graduate,3,Zomato,Casual Dining,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,550,18,30,Tier 1
22,Female,Single,Employee,Below Rs.10000,Graduate,,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,500,11,30,Tier 3
24,Male,Single,Employee,Below Rs.10000,Graduate,3,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,950,8,,Tier 1
33,Female,Married,Student,No Income,Ph.D,5,Zomato,"Cafe, Quick Bites",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,800,16,12,Tier 3
26,Female,Single,Student,No Income,Ph.D,6,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,300,10,7,Tier 3
26,Male,Single,Student,No Income,Post Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,500,,30,Tier 3
23,Female,Single,Employee,25001 to 50000,Graduate,5,Zomato,"Desert Parlor, Bar",Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,3000,15,30,Tier 2
26,Female,Married,Employee,Below Rs.10000,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,11,6,Tier 2
35,Male,Married,Employee,25001 to 50000,Graduate,5,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,1,6,Tier 2
23,Male,Single,Employee,25001 to 50000,Post Graduate,5,Zomato,Quick Bites,Weekend (Sat & Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,12,7,Tier 2
24,Male,Married,Employee,More than 50000,Post Graduate,3,Zomato,"Quick Bites, casual dining",Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,400,15,9,Tier 3
21,Female,Single,Employee,25001 to 50000,Graduate,3,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,19,30,Tier 1
35,Female,Married,Employee,25001 to 50000,Graduate,6,Zomato,Food Truck,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,300,18,14,Tier 2
28,Female,Single,Self Employeed,More than 50000,Post Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,13,30,Tier 2
26,Female,,Employee,25001 to 50000,Post Graduate,5,ONDC,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,300,7,11,Tier 3
21,Female,Single,Employee,More than 50000,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,700,14,2,Tier 2
26,,Single,Student,No Income,Ph.D,5,ONDC,Desert Parlor,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,300,9,24,Tier 3
24,Male,Single,Employee,25001 to 50000,,2,Swiggy,"Cafe, Quick Bites",Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,300,,8,Tier 3
39,Female,Married,Student,No Income,Ph.D,3,Zomato,Quick Bites,,Dinner,Non Veg foods (Lunch / Dinner),Agree,300,,2,Tier 3
26,Female,Single,Student,No Income,Ph.D,4,ONDC,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,,15,30,Tier 2
26,Male,Married,Employee,25001 to 50000,Graduate,5,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,15,30,Tier 1
39,Male,Married,Employee,Below Rs.10000,Graduate,5,Swiggy,"Desert Parlor, Desert Parlor",Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Neutral,100,13,23,Tier 3
27,Female,Single,Student,No Income,Ph.D,4,Zomato,"Casual Dining, Microbrewery",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,1600,16,22,Tier 2
33,Female,Married,home maker,No Income,School,3,ONDC,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,600,15,12,Tier 3
25,Male,Single,Student,No Income,Graduate,1,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,9,13,Tier 3
25,Male,Married,Student,No Income,Ph.D,4,ONDC,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,500,9,30,Tier 1
35,Male,Married,Student,No Income,Ph.D,2,Swiggy,Beverage Shop,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,300,13,13,Tier 1
31,Male,Married,Self Employeed,More than 50000,School,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,200,19,5,Tier 2
29,Female,Married,Employee,10001 to 25000,Post Graduate,6,Swiggy,Casual Dining,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,10,24,Tier 2
,Male,Single,Student,No Income,Post Graduate,5,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,600,17,24,Tier 1
20,Female,Single,Student,No Income,Graduate,5,ONDC,,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,600,8,9,Tier 2
23,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,350,16,16,Tier 2
39,Male,Married,Student,No Income,Ph.D,4,Zomato,Desert Parlor,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,400,19,27,Tier 2
27,Male,Single,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,16,30,Tier 1
30,Male,Married,Employee,More than 50000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,200,14,30,Tier 1
28,Male,Married,Employee,25001 to 50000,Post Graduate,5,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,800,17,30,Tier 2
33,Male,Married,Employee,25001 to 50000,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,400,16,8,Tier 2
35,Female,Married,Employee,Below Rs.10000,Post Graduate,4,ONDC,Quick Bites,Weekdays (Mon-Fri),Dinner,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,200,11,12,Tier 2
35,Male,Married,Student,No Income,Ph.D,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,800,4,7,Tier 2
25,Male,Married,Self Employeed,25001 to 50000,Graduate,3,ONDC,"Bar, Casual Dining",Anytime (Mon-Sun),Lunch,,Agree,1500,14,3,Tier 3
39,Male,Married,Student,No Income,Ph.D,6,Zomato,Desert Parlor,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,2500,15,,
22,Male,Single,Student,No Income,Post Graduate,3,Zomato,,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,500,22,30,Tier 2
30,Male,Married,Student,No Income,Ph.D,3,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,300,11,30,Tier 2
34,Male,Married,Student,No Income,Ph.D,2,Zomato,Casual Dining,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,1500,10,20,Tier 2
23,Male,Single,Employee,25001 to 50000,Post Graduate,5,Zomato,Quick Bites,Weekend (Sat & Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,12,7,Tier 3
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,Swiggy,,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,250,9,12,Tier 2
27,Female,Single,Employee,More than 50000,Graduate,5,Swiggy,Desert Parlor,Anytime (Mon-Sun),Dinner,sweets,Agree,300,10,30,Tier 3
34,Male,Prefer not to say,Employee,More than 50000,Post Graduate,5,Zomato,Bar,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,1500,13,30,Tier 3
25,Male,Single,Student,No Income,,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,1000,15,5,Tier 3
22,Male,Single,Student,No Income,Graduate,2,Zomato,Desert Parlor,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,250,15,30,Tier 3
23,Male,Single,Student,No Income,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,700,13,7,Tier 1
29,Male,Married,Employee,10001 to 25000,Graduate,5,Zomato,"Bar, Casual Dining",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1500,9,30,Tier 1
27,Male,Single,Employee,25001 to 50000,Graduate,3,Swiggy,Desert Parlor,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,150,12,6,Tier 2
24,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,Swiggy,Beverage Shop,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),,200,15,0,Tier 3
20,Female,Single,Employee,25001 to 50000,Graduate,4,ONDC,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,400,16,6,Tier 1
24,Female,Single,Student,25001 to 50000,Post Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,250,9,10,Tier 1
25,Male,Married,Self Employeed,More than 50000,Post Graduate,4,Swiggy,Quick Bites,,Dinner,Non Veg foods (Lunch / Dinner),Agree,400,18,30,Tier 1
21,Male,Single,Employee,Below Rs.10000,Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,1800,13,10,Tier 2
34,Male,Married,Employee,10001 to 25000,Graduate,6,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,550,11,12,Tier 2
34,Male,Married,Employee,More than 50000,Post Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,18,2,Tier 3
34,Female,Married,Student,No Income,Ph.D,6,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,13,30,Tier 2
23,Female,Single,Student,No Income,Post Graduate,2,Swiggy,Cafe,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,15,27,Tier 1
25,Female,Single,,Below Rs.10000,Post Graduate,3,Swiggy,Bar,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),,1300,14,13,Tier 2
29,Male,Married,Employee,More than 50000,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,150,15,27,Tier 1
27,Male,Prefer not to say,Employee,25001 to 50000,Post Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,1,30,Tier 2
24,Male,Single,Student,No Income,Graduate,2,Zomato,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,200,13,30,Tier 3
30,Female,Married,home maker,No Income,School,5,Swiggy,Desert Parlor,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,16,15,Tier 1
38,Male,Married,Student,No Income,Ph.D,3,Swiggy,Fine Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,2000,17,7,Tier 3
23,Female,Single,Student,No Income,Post Graduate,4,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,600,13,28,Tier 2
26,Male,Married,Employee,25001 to 50000,Graduate,5,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,15,30,Tier 1
29,Male,Married,Employee,10001 to 25000,Graduate,5,Zomato,"Bar, Casual Dining",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1500,9,30,Tier 3
21,Male,Single,Student,Below Rs.10000,Post Graduate,3,Swiggy,"Casual Dining, Bar",Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,1400,18,0,Tier 1
34,Male,Married,Student,No Income,Ph.D,6,Swiggy,Desert Parlor,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,11,30,Tier 2
34,Female,Married,Employee,10001 to 25000,Graduate,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,18,17,Tier 1
27,Female,,Employee,More than 50000,Post Graduate,3,Swiggy,Beverage Shop,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,21,6,Tier 2
38,Female,Married,,No Income,,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,15,4,Tier 1
,Male,Married,Employee,10001 to 25000,Post Graduate,2,ONDC,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,17,29,Tier 1
23,Male,Single,Student,More than 50000,,3,Swiggy,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Strongly agree,200,17,0,Tier 2
30,Female,Married,home maker,No Income,School,5,,Desert Parlor,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,16,15,Tier 3
,Female,Married,Student,No Income,Ph.D,6,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,300,18,30,Tier 2
23,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,,Snacks,Non Veg foods (Lunch / Dinner),Agree,400,17,11,Tier 1
25,Male,Single,Employee,Below Rs.10000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,21,30,Tier 2
23,Male,Single,Employee,10001 to 25000,Graduate,2,Zomato,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,600,10,30,Tier 2
23,Male,Single,Student,No Income,,3,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,900,14,18,Tier 1
28,Male,Married,Employee,More than 50000,Post Graduate,1,Zomato,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,500,14,13,Tier 1
26,Female,Single,home maker,No Income,Post Graduate,3,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,400,11,19,Tier 1
